"","longitude","latitude","eventDate"
"486",-122.056874,37.642716,2020-04-25
"487",-122.568941,37.413707,2020-04-25
"488",-122.587691,37.801614,2020-04-26
"489",-115.7396,30.808659,2020-04-27
"490",-115.668082,30.90592,2020-04-26
"491",-115.769776,30.811734,2020-04-27
"492",-122.530676,37.692814,2020-05-04
"493",-122.038865,37.947588,2020-05-06
"494",-122.157525,37.949457,2020-05-07
"495",-122.152045,37.848399,2020-05-07
"496",-122.029611,37.810321,2020-05-07
"497",-121.103106,36.565117,2020-05-10
"498",-120.439299,34.65515,2020-05-13
"499",-120.764084,35.362678,2020-05-13
"500",-120.771068,35.384793,2020-05-13
"501",-120.080795,34.51712,2020-05-19
"502",-121.556498,37.73433,2020-05-19
"503",-121.920602,37.895617,2020-05-30
"504",-122.425794,37.563789,2020-05-19
"505",-119.941185,34.961445,2020-05-16
"506",-121.808086,37.877489,2020-06-01
"507",-121.883159,37.822161,2020-06-01
"508",-122.029566,36.916927,2020-06-02
"509",-122.159976,36.828756,2020-06-09
"510",-120.504678,34.524052,2020-06-11
"511",-121.110815,36.619897,2020-06-10
"512",-123.613674,38.848222,2020-06-13
"513",-121.796675,37.946075,2020-06-17
"514",-123.521658,38.761637,2020-06-21
"515",-121.054077,36.720496,2020-06-26
"516",-120.043766,34.400124,2020-06-27
"517",-120.071451,34.500876,2020-06-28
"518",-122.275457,37.033655,2020-06-22
"519",-122.515851,37.47845,2020-06-09
"520",-121.714423,37.962089,2020-07-07
"521",-122.689099,38.43093,2020-07-08
"522",-121.601331,37.972909,2020-07-16
"523",-121.727142,37.862923,2020-07-19
"524",-121.497292,37.014246,2020-07-25
"525",-122.406853,37.949509,2020-07-21
"526",-122.530068,37.417671,2020-07-31
"527",-115.776243,30.811025,2020-07-27
"528",-115.758194,30.97881,2020-07-26
"529",-115.720888,30.818816,2020-07-26
"530",-115.644559,30.964524,2020-07-26
"531",-115.764434,30.834689,2020-07-26
"532",-115.791554,30.876645,2020-07-27
"533",-115.643515,30.9542,2020-07-27
"534",-115.68076,30.842936,2020-07-27
"535",-115.700914,30.854756,2020-07-27
"536",-115.794136,30.868647,2020-07-27
"537",-115.796494,30.852916,2020-07-28
"538",-115.665388,30.921835,2020-07-28
"539",-122.529775,37.536033,2020-07-08
"540",-122.43262,37.572444,2020-07-08
"541",-122.562845,37.923954,2020-08-22
"542",-121.772058,37.827773,2020-08-01
"543",-121.644017,37.978692,2020-08-09
"544",-120.79052,39.139554,2020-08-12
"545",-120.756101,39.106112,2020-08-12
"546",-122.730778,38.386272,2020-08-21
"547",-121.111687,35.700249,2020-08-10
"548",-121.104061,36.621306,2020-08-28
"549",-116.600782,33.111459,2020-08-28
"550",-116.760467,33.028558,2020-08-28
"551",-121.954172,37.97847,2020-08-29
"552",-122.462659,37.945021,2020-08-13
"553",-122.856378,38.238645,2020-09-01
"554",-121.159396,36.630982,2020-09-15
"555",-119.537733,34.495924,2020-09-17
"556",-122.979251,38.106602,2020-09-20
"557",-122.186175,36.862836,2020-09-16
"558",-122.636737,38.263454,2020-09-22
"559",-122.536825,37.993407,2020-09-18
"560",-122.579628,38.236284,2020-09-22
"561",-122.560596,38.230711,2020-09-22
"562",-122.501616,38.262158,2020-09-22
"563",-122.46661,38.313466,2020-09-22
"564",-122.578616,37.855331,2020-09-24
